trade_id,player_id,team_id,round,action,quantity,price,timestamp
189,p033,Team_11,2,SELL,8,58.94,2025-11-12 09:00:00
190,p029,Team_6,2,SELL,8,47.68,2025-11-12 09:02:36
191,p014,Team_16,2,BUY,10,55.6,2025-11-12 09:03:53
192,p016,Team_5,2,BUY,12,23.37,2025-11-12 09:04:10
193,p027,Team_8,2,SELL,10,50.55,2025-11-12 09:05:53
194,p007,Team_10,2,SELL,14,41.65,2025-11-12 09:05:59
195,p025,Team_4,2,BUY,10,34.74,2025-11-12 09:08:38
196,p006,Team_1,2,SELL,19,64.66,2025-11-12 09:10:44
197,p025,Team_9,2,SELL,8,38.26,2025-11-12 09:13:38
198,p036,Team_3,2,BUY,1,46.04,2025-11-12 09:15:42
199,p012,Team_8,2,BUY,12,51.64,2025-11-12 09:15:59
200,p039,Team_10,2,SELL,1,50.25,2025-11-12 09:17:44
201,p008,Team_1,2,BUY,2,36.57,2025-11-12 09:20:08
202,p027,Team_6,2,SELL,9,32.71,2025-11-12 09:21:26
203,p039,Team_3,2,BUY,13,43.94,2025-11-12 09:22:39
204,p026,Team_9,2,BUY,11,36.43,2025-11-12 09:24:30
205,p028,Team_7,2,SELL,13,58.5,2025-11-12 09:25:36
206,p012,Team_2,2,SELL,3,49.79,2025-11-12 09:26:48
207,p024,Team_14,2,BUY,15,45.69,2025-11-12 09:27:50
208,p021,Team_12,2,BUY,14,52.89,2025-11-12 09:29:58
209,p011,Team_16,2,BUY,14,65.49,2025-11-12 09:32:12
210,p029,Team_10,2,SELL,10,45.09,2025-11-12 09:33:32
211,p028,Team_5,2,SELL,10,51.22,2025-11-12 09:36:30
212,p040,Team_4,2,BUY,14,47.42,2025-11-12 09:37:54
213,p014,Team_1,2,SELL,15,44.49,2025-11-12 09:39:31
214,p039,Team_15,2,SELL,8,33.66,2025-11-12 09:42:07
215,p014,Team_9,2,SELL,8,31.67,2025-11-12 09:43:05
216,p025,Team_1,2,SELL,5,54.45,2025-11-12 09:44:40
217,p009,Team_8,2,SELL,19,48.84,2025-11-12 09:47:27
218,p031,Team_16,2,BUY,7,42.21,2025-11-12 09:50:09
219,p025,Team_8,2,SELL,12,57.6,2025-11-12 09:52:33
220,p002,Team_6,2,BUY,11,48.47,2025-11-12 09:52:53
221,p031,Team_1,2,BUY,15,46.49,2025-11-12 09:53:07
222,p038,Team_10,2,SELL,15,50.2,2025-11-12 09:53:13
223,p016,Team_12,2,SELL,18,54.01,2025-11-12 09:54:56
224,p014,Team_14,2,BUY,8,33.85,2025-11-12 09:55:27
225,p037,Team_8,2,BUY,9,52.62,2025-11-12 09:57:36
226,p027,Team_16,2,BUY,10,35.8,2025-11-12 09:59:39
227,p029,Team_13,2,BUY,17,55.96,2025-11-12 10:01:16
228,p028,Team_14,2,SELL,15,30.32,2025-11-12 10:01:53
229,p005,Team_14,2,SELL,10,56.21,2025-11-12 10:03:51
230,p031,Team_13,2,SELL,8,34.99,2025-11-12 10:04:37
231,p034,Team_12,2,SELL,9,56.9,2025-11-12 10:05:07
232,p024,Team_6,2,SELL,8,69.04,2025-11-12 10:06:06
233,p033,Team_12,2,BUY,19,57.91,2025-11-12 10:07:55
234,p029,Team_2,2,BUY,1,58.79,2025-11-12 10:10:01
235,p036,Team_13,2,SELL,12,44.86,2025-11-12 10:10:43
236,p038,Team_4,2,BUY,11,44.08,2025-11-12 10:12:34
237,p006,Team_13,2,SELL,12,63.85,2025-11-12 10:12:54
238,p011,Team_11,2,BUY,5,44.11,2025-11-12 10:15:17
239,p024,Team_8,2,BUY,4,47.82,2025-11-12 10:17:56
240,p029,Team_2,2,SELL,5,52.38,2025-11-12 10:20:22
241,p040,Team_5,2,BUY,8,39.35,2025-11-12 10:21:50
242,p008,Team_9,2,SELL,12,62.48,2025-11-12 10:23:22
243,p014,Team_12,2,SELL,2,34.41,2025-11-12 10:25:35
244,p036,Team_12,2,BUY,13,52.28,2025-11-12 10:28:24
245,p033,Team_3,2,BUY,5,57.47,2025-11-12 10:30:33
246,p021,Team_2,2,BUY,12,37.84,2025-11-12 10:32:14
247,p009,Team_14,2,BUY,8,60.36,2025-11-12 10:34:43
248,p017,Team_12,2,BUY,10,60.53,2025-11-12 10:36:04
249,p009,Team_7,2,BUY,12,46.38,2025-11-12 10:37:45
250,p024,Team_5,2,BUY,1,47.46,2025-11-12 10:39:38
251,p032,Team_8,2,SELL,1,43.31,2025-11-12 10:40:02
252,p002,Team_14,2,SELL,7,28.45,2025-11-12 10:40:25
253,p029,Team_4,2,BUY,8,50.45,2025-11-12 10:41:20
254,p033,Team_15,2,SELL,16,48.52,2025-11-12 10:42:41
255,p030,Team_7,2,SELL,1,42.75,2025-11-12 10:44:52
256,p008,Team_10,2,SELL,15,54.75,2025-11-12 10:46:06
257,p012,Team_5,2,BUY,8,62.3,2025-11-12 10:47:11
258,p014,Team_16,2,SELL,6,36.34,2025-11-12 10:50:09
259,p029,Team_10,2,BUY,3,50.65,2025-11-12 10:52:25
