trade_id,player_id,team_id,round,action,quantity,price,timestamp
1,p025,Team_9,1,BUY,6,49.66,2025-11-11 09:00:00
2,p004,Team_7,1,BUY,17,73.0,2025-11-11 09:01:12
3,p040,Team_28,1,BUY,6,72.83,2025-11-11 09:02:24
4,p026,Team_31,1,BUY,14,57.36,2025-11-11 09:03:19
5,p007,Team_14,1,BUY,5,62.46,2025-11-11 09:05:21
6,p013,Team_27,1,BUY,11,63.92,2025-11-11 09:08:21
7,p013,Team_22,1,BUY,5,46.06,2025-11-11 09:10:35
8,p017,Team_31,1,BUY,15,31.41,2025-11-11 09:12:08
9,p003,Team_6,1,BUY,7,56.5,2025-11-11 09:14:11
10,p021,Team_25,1,BUY,13,43.51,2025-11-11 09:15:09
11,p004,Team_10,1,BUY,17,69.13,2025-11-11 09:17:36
12,p031,Team_15,1,BUY,10,39.39,2025-11-11 09:19:28
13,p026,Team_19,1,BUY,6,15.22,2025-11-11 09:20:29
14,p034,Team_19,1,BUY,3,50.5,2025-11-11 09:20:53
15,p023,Team_31,1,BUY,12,56.37,2025-11-11 09:23:50
16,p027,Team_19,1,BUY,7,22.5,2025-11-11 09:25:51
17,p026,Team_29,1,BUY,8,55.49,2025-11-11 09:28:28
18,p029,Team_15,1,BUY,8,50.78,2025-11-11 09:30:51
19,p035,Team_9,1,BUY,6,78.99,2025-11-11 09:32:44
20,p024,Team_8,1,BUY,8,32.9,2025-11-11 09:35:11
21,p011,Team_19,1,BUY,1,37.38,2025-11-11 09:36:25
22,p001,Team_10,1,BUY,9,63.92,2025-11-11 09:38:46
23,p038,Team_19,1,BUY,5,32.84,2025-11-11 09:41:36
24,p040,Team_10,1,BUY,5,48.15,2025-11-11 09:43:36
25,p006,Team_21,1,BUY,14,33.05,2025-11-11 09:45:10
26,p030,Team_6,1,BUY,7,31.72,2025-11-11 09:46:29
27,p001,Team_9,1,BUY,7,45.25,2025-11-11 09:47:08
28,p023,Team_12,1,BUY,18,68.73,2025-11-11 09:48:16
29,p014,Team_24,1,BUY,18,71.91,2025-11-11 09:49:07
30,p037,Team_13,1,BUY,4,63.37,2025-11-11 09:51:25
31,p001,Team_14,1,BUY,9,42.96,2025-11-11 09:51:44
32,p036,Team_32,1,BUY,15,50.24,2025-11-11 09:53:56
33,p037,Team_21,1,BUY,8,41.42,2025-11-11 09:55:32
34,p005,Team_26,1,BUY,9,52.37,2025-11-11 09:56:33
35,p032,Team_15,1,BUY,14,33.34,2025-11-11 09:59:33
36,p012,Team_14,1,BUY,10,34.27,2025-11-11 10:00:49
37,p010,Team_24,1,BUY,6,52.13,2025-11-11 10:01:53
38,p030,Team_31,1,BUY,15,23.76,2025-11-11 10:03:31
39,p035,Team_8,1,BUY,1,39.57,2025-11-11 10:06:28
40,p030,Team_16,1,BUY,1,66.67,2025-11-11 10:07:15
41,p036,Team_19,1,BUY,12,27.29,2025-11-11 10:10:02
42,p009,Team_19,1,BUY,10,49.12,2025-11-11 10:12:55
43,p031,Team_18,1,BUY,11,51.83,2025-11-11 10:15:32
44,p011,Team_13,1,BUY,8,53.71,2025-11-11 10:17:35
45,p039,Team_28,1,BUY,13,51.75,2025-11-11 10:18:50
46,p036,Team_3,1,BUY,9,52.74,2025-11-11 10:19:36
47,p015,Team_18,1,BUY,10,54.63,2025-11-11 10:21:59
48,p039,Team_18,1,BUY,14,54.78,2025-11-11 10:23:24
49,p040,Team_14,1,BUY,3,46.28,2025-11-11 10:24:38
50,p026,Team_19,1,BUY,11,32.01,2025-11-11 10:26:37
51,p020,Team_20,1,BUY,9,39.63,2025-11-11 10:27:23
52,p014,Team_16,1,BUY,6,52.61,2025-11-11 10:29:12
53,p006,Team_28,1,BUY,11,37.37,2025-11-11 10:30:44
54,p028,Team_20,1,BUY,7,58.9,2025-11-11 10:32:44
55,p015,Team_29,1,BUY,18,42.16,2025-11-11 10:33:28
56,p005,Team_18,1,BUY,1,32.76,2025-11-11 10:34:02
57,p023,Team_31,1,BUY,5,42.36,2025-11-11 10:35:37
58,p040,Team_32,1,BUY,20,51.41,2025-11-11 10:36:51
59,p026,Team_16,1,BUY,7,56.25,2025-11-11 10:37:30
60,p012,Team_11,1,BUY,15,50.58,2025-11-11 10:38:22
61,p036,Team_8,1,BUY,3,48.72,2025-11-11 10:39:44
62,p019,Team_26,1,BUY,11,46.78,2025-11-11 10:41:44
63,p040,Team_26,1,BUY,18,41.57,2025-11-11 10:42:31
64,p019,Team_29,1,BUY,6,32.94,2025-11-11 10:43:58
65,p027,Team_28,1,BUY,7,77.45,2025-11-11 10:46:09
66,p032,Team_31,1,BUY,7,28.08,2025-11-11 10:47:30
67,p027,Team_15,1,BUY,14,39.83,2025-11-11 10:48:50
68,p038,Team_16,1,BUY,4,31.24,2025-11-11 10:51:28
69,p002,Team_5,1,BUY,2,52.26,2025-11-11 10:52:02
70,p005,Team_26,1,BUY,10,55.39,2025-11-11 10:53:38
71,p028,Team_5,1,BUY,10,71.1,2025-11-11 10:54:32
72,p039,Team_31,1,BUY,11,52.74,2025-11-11 10:56:26
73,p019,Team_26,1,BUY,20,52.5,2025-11-11 10:59:23
74,p020,Team_11,1,BUY,7,31.55,2025-11-11 11:01:22
75,p037,Team_6,1,BUY,14,22.17,2025-11-11 11:03:29
76,p018,Team_13,1,BUY,5,37.08,2025-11-11 11:05:20
77,p023,Team_13,1,BUY,3,46.81,2025-11-11 11:06:02
78,p002,Team_26,1,BUY,5,55.65,2025-11-11 11:08:29
79,p031,Team_30,1,BUY,12,50.08,2025-11-11 11:11:29
80,p038,Team_1,1,BUY,12,69.22,2025-11-11 11:12:58
81,p015,Team_14,1,BUY,10,41.82,2025-11-11 11:15:48
82,p027,Team_16,1,BUY,6,29.86,2025-11-11 11:16:33
83,p036,Team_10,1,BUY,1,40.71,2025-11-11 11:19:33
84,p015,Team_32,1,BUY,9,49.04,2025-11-11 11:22:07
85,p005,Team_31,1,BUY,15,49.36,2025-11-11 11:24:21
86,p013,Team_3,1,BUY,17,47.91,2025-11-11 11:24:32
87,p025,Team_13,1,BUY,6,20.22,2025-11-11 11:25:59
88,p038,Team_5,1,BUY,9,10,2025-11-11 11:26:55
89,p014,Team_8,1,BUY,3,64.4,2025-11-11 11:28:52
90,p001,Team_17,1,BUY,19,50.57,2025-11-11 11:31:09
91,p007,Team_31,1,BUY,8,47.67,2025-11-11 11:31:58
92,p016,Team_26,1,BUY,7,39.61,2025-11-11 11:33:10
93,p025,Team_32,1,BUY,13,80.39,2025-11-11 11:33:15
94,p030,Team_27,1,BUY,5,40.56,2025-11-11 11:35:20
95,p040,Team_4,1,BUY,13,17.3,2025-11-11 11:36:40
96,p018,Team_29,1,BUY,1,57.2,2025-11-11 11:38:56
97,p027,Team_6,1,BUY,13,22.05,2025-11-11 11:39:09
98,p032,Team_26,1,BUY,9,58.71,2025-11-11 11:39:41
99,p013,Team_3,1,BUY,8,58.06,2025-11-11 11:40:06
100,p032,Team_19,1,BUY,15,68.1,2025-11-11 11:41:06
101,p032,Team_30,1,BUY,5,46.98,2025-11-11 11:41:56
102,p014,Team_11,1,BUY,12,53.88,2025-11-11 11:44:32
103,p015,Team_15,1,BUY,9,47.08,2025-11-11 11:45:10
104,p036,Team_5,1,BUY,2,48.33,2025-11-11 11:46:47
105,p017,Team_1,1,BUY,10,65.82,2025-11-11 11:48:24
106,p003,Team_3,1,BUY,8,28.19,2025-11-11 11:49:54
107,p010,Team_19,1,BUY,13,65.21,2025-11-11 11:51:11
108,p004,Team_8,1,BUY,7,43.2,2025-11-11 11:52:51
109,p033,Team_8,1,BUY,12,57.53,2025-11-11 11:53:47
110,p040,Team_15,1,BUY,6,28.64,2025-11-11 11:56:02
111,p021,Team_20,1,BUY,3,47.99,2025-11-11 11:58:42
112,p031,Team_10,1,BUY,8,58.04,2025-11-11 11:59:44
113,p011,Team_28,1,BUY,11,49.3,2025-11-11 12:01:10
114,p013,Team_29,1,BUY,7,44.92,2025-11-11 12:02:54
115,p002,Team_16,1,BUY,4,39.48,2025-11-11 12:04:58
116,p014,Team_22,1,BUY,7,78.96,2025-11-11 12:06:34
117,p004,Team_32,1,BUY,17,44.13,2025-11-11 12:06:46
118,p030,Team_9,1,BUY,10,43.65,2025-11-11 12:08:51
119,p023,Team_21,1,BUY,9,44.94,2025-11-11 12:11:24
120,p026,Team_10,1,BUY,11,52.04,2025-11-11 12:12:21
121,p039,Team_18,1,BUY,7,68.16,2025-11-11 12:14:59
122,p021,Team_26,1,BUY,8,74.24,2025-11-11 12:17:29
123,p013,Team_18,1,BUY,14,50.98,2025-11-11 12:20:29
124,p035,Team_5,1,BUY,13,62.11,2025-11-11 12:22:27
125,p008,Team_28,1,BUY,10,45.67,2025-11-11 12:23:26
126,p025,Team_29,1,BUY,5,40.78,2025-11-11 12:26:16
127,p029,Team_8,1,BUY,9,59.07,2025-11-11 12:26:57
128,p033,Team_19,1,BUY,11,53.44,2025-11-11 12:29:46
129,p011,Team_6,1,BUY,7,32.48,2025-11-11 12:30:03
130,p024,Team_5,1,BUY,11,68.96,2025-11-11 12:32:41
131,p028,Team_7,1,BUY,4,56.68,2025-11-11 12:33:22
132,p023,Team_23,1,BUY,3,59.6,2025-11-11 12:36:04
133,p029,Team_18,1,BUY,15,49.84,2025-11-11 12:37:23
134,p039,Team_22,1,BUY,8,62.74,2025-11-11 12:40:14
135,p001,Team_1,1,BUY,9,39.99,2025-11-11 12:42:12
136,p033,Team_17,1,BUY,18,40.07,2025-11-11 12:44:49
137,p019,Team_9,1,BUY,14,26.68,2025-11-11 12:45:33
138,p039,Team_11,1,BUY,3,39.26,2025-11-11 12:46:28
139,p018,Team_15,1,BUY,7,50.16,2025-11-11 12:46:55
140,p013,Team_10,1,BUY,7,22.7,2025-11-11 12:48:32
141,p030,Team_11,1,BUY,1,46.92,2025-11-11 12:51:30
142,p029,Team_1,1,BUY,17,63.96,2025-11-11 12:52:08
143,p004,Team_22,1,BUY,8,56.04,2025-11-11 12:54:09
144,p038,Team_30,1,BUY,5,58.44,2025-11-11 12:56:20
145,p004,Team_27,1,BUY,20,36.89,2025-11-11 12:58:27
146,p013,Team_15,1,BUY,2,55.71,2025-11-11 13:01:21
147,p030,Team_18,1,BUY,13,10,2025-11-11 13:02:33
148,p002,Team_15,1,BUY,1,48.94,2025-11-11 13:03:11
149,p009,Team_7,1,BUY,5,60.22,2025-11-11 13:05:17
150,p021,Team_22,1,BUY,1,32.89,2025-11-11 13:06:56
151,p031,Team_4,1,BUY,15,50.14,2025-11-11 13:09:14
152,p019,Team_13,1,BUY,13,45.68,2025-11-11 13:11:43
153,p037,Team_4,1,BUY,9,67.34,2025-11-11 13:14:17
154,p040,Team_11,1,BUY,4,24.09,2025-11-11 13:17:02
155,p030,Team_12,1,BUY,10,46.62,2025-11-11 13:17:29
156,p017,Team_32,1,BUY,5,68.3,2025-11-11 13:18:36
157,p028,Team_10,1,BUY,10,51.91,2025-11-11 13:18:51
158,p013,Team_11,1,BUY,7,59.91,2025-11-11 13:21:13
159,p035,Team_1,1,BUY,6,53.55,2025-11-11 13:23:51
160,p006,Team_9,1,BUY,7,55.69,2025-11-11 13:24:00
161,p011,Team_12,1,BUY,11,69.86,2025-11-11 13:25:02
162,p012,Team_23,1,BUY,1,45.24,2025-11-11 13:25:27
163,p038,Team_24,1,BUY,15,25.24,2025-11-11 13:26:47
164,p005,Team_1,1,BUY,4,67.01,2025-11-11 13:29:22
165,p014,Team_32,1,BUY,8,68.7,2025-11-11 13:30:51
166,p030,Team_30,1,BUY,13,34.72,2025-11-11 13:31:31
167,p002,Team_16,1,BUY,11,45.43,2025-11-11 13:33:08
168,p016,Team_22,1,BUY,8,53.23,2025-11-11 13:33:23
169,p005,Team_12,1,BUY,11,29.73,2025-11-11 13:34:42
170,p034,Team_31,1,BUY,6,50.14,2025-11-11 13:35:00
171,p004,Team_20,1,BUY,12,58.12,2025-11-11 13:35:55
172,p016,Team_13,1,BUY,14,49.09,2025-11-11 13:37:16
173,p031,Team_28,1,BUY,7,22.71,2025-11-11 13:38:21
174,p008,Team_9,1,BUY,14,39.49,2025-11-11 13:39:36
175,p006,Team_4,1,BUY,12,46.74,2025-11-11 13:41:28
176,p009,Team_26,1,BUY,6,47.66,2025-11-11 13:42:00
177,p019,Team_24,1,BUY,1,68.64,2025-11-11 13:44:45
178,p013,Team_11,1,BUY,18,78.7,2025-11-11 13:47:14
179,p020,Team_22,1,BUY,20,61.79,2025-11-11 13:49:56
180,p019,Team_24,1,BUY,5,50.8,2025-11-11 13:50:51
181,p011,Team_29,1,BUY,16,65.25,2025-11-11 13:53:38
182,p034,Team_2,1,BUY,1,36.7,2025-11-11 13:55:01
183,p003,Team_20,1,BUY,12,53.75,2025-11-11 13:57:42
184,p019,Team_28,1,BUY,13,72.75,2025-11-11 13:58:37
185,p002,Team_5,1,BUY,7,19.79,2025-11-11 13:59:07
186,p022,Team_1,1,BUY,16,41.71,2025-11-11 14:01:26
187,p022,Team_1,1,BUY,7,42.19,2025-11-11 14:04:25
188,p001,Team_13,1,BUY,7,41.38,2025-11-11 14:05:56
